,title,text
223,"Subhanallah! Seorang Ibu Melahirkan di Dalam Mobil Driver Maxim Perjalanan ke RSUD Luwuk, Ibu dan Bayinya Selamat","BANGGAI RAYA- Subhanallah, seorang pelanggan driver mobil Maxim Luwuk yang tengah hamil tua melahirkan bayinya dengan selamat.Uniknya, seorang ibu yang diduga berinisial N itu melahirkan di dalam mobil sang driver Mobil Maxim perjalanan Tontouan ke RSUD Luwuk, Kamis malam 28 Desember 2023.Melahirkan di dalam mobil, merupakan kejadian langkah. Kejadian itu pun membuat heboh rekan-rekan driver online lainnya.Berikut kronologis seorang ibu melahirkan anak perempuannya di dalam mobil Avanza, milik driver Rijal yang merupakan anggota atau driver Maxim Luwuk.Diceritakan admin lapangan Maxim Kota Luwuk, Dhani, saat itu driver Rijal tengah berada di wilayah Kelurahan Karaton, Kecamatan Luwuk.Saat berada di Karaton, orderan otomatis yakni pelanggan atas nama Iin masuk ke akun Rijal sekitar Pukul 20.24 WITA.“Masuk otomatis, saya lihat keterangan katanya darurat (imargency). Jadi saya cepat-cepat ke Tontouan,” kata Rijal, melalui pesan suara yang diteruskan admin via pesan WhatsApp.Setelah ditelepon atau dihubungi akhirnya tiba di lokasi pejemputan. Kemudian pelanggan naik di mobil, driver Rijal pun memacu kendaraannya agar segera tiba di RSUD Luwuk.“Ini ibu di dalam mobil, posisi so baring memang. Saya memacu kendaraan, klakson-klakson untuk memberi peringatan bahwa lagi emergency. Soalnya tidak ada pengawalan,” katanya.Saat memacu kendaraan, dan ketika melintasi Jalan Kelurahan Soho, sang ibu melahirkan normal. Suara tangis sang bayi pun terdengar oleh driver.“Pas di Soho, kedengaran suara bayi nangis. Di situlah melahirkan ini ibu. Saya spontan, langsung semakin cepat untuk segera sampai di RSUD Luwuk,” jelasnya.Puji syukur, ibu dan bayi kata Rijal, dalam kondisi selamat.“Alhamdulillah selamat semuanya, bayi dan ibunya,” kata Rijal, yang terharu bisa membantu mengantarkan seorang ibu ke RSUD Luwuk dan melahirkan di dalam mobilnya.Haru dan bangga pun dirasa driver Rijal, bahkan Ia menggratiskan biaya perjalanan pelanggannya yang melahirkan di dalam mobil saat menuju RSUD Luwuk.“Saya gratiskan, kapan lagi saya bisa batolong begini. Melahirkan di dalam mobil, ini langkah sekali, semoga ibu dan bayinya diberikan kesehatan,” ucapnya.Aksi yang dilakukan Rijal pun mendapat apresiasi setinggi-tingginya dari Owner Maxim Kota Luwuk. (*)"
638,"Peringatan Hpn 2024, Pwi Banggai Silaturahmi Di Dua Panti Asuhan","Terasbanggai.com- PWI kabupaten Banggai, Balut, Bangkep bersama jurnalis kabupaten Banggai memperingati Hari Pers Nasional (HPN) tahun 2024 dan hari jadi PWI ke 78, Jumat (9/2/2024). Rangkaian peringatan HPN dan PWI diisi dengan berbagai kegiatan diantaranya anjangsana di dua panti asuhan di kota Luwuk. Dua panti asuhan yang dikunjungi adalah Panti Asuhan Axel Moses di Kelurahan Hanga-Hanga Kecamatan Luwuk Selatan dan Panti Asuhan Aisyiyah di Kelurahan Luwuk Kecamatan Luwuk. Dalam silaturahmi di dua panti asuhan tersebut, PWI Banggai menyerahkan santunan berupa beras, buku sekolah dan peralatan tulis, sabun deterjen, sabun mandi, sampo, pasta gigi serta uang tunai. Ketua PWI Banggai Iskandar Djiada berharap, santunan tersebut bermanfaat untuk kebutuhan anak-anak di kedua panti asuhan tersebut. Bantuan sederhana ini kata dia, adalah bentuk kepedulian wartawan di Kabupaten Banggai terhadap anak-anak panti asuhan. Momen Hari Pers Nasional dan HUT ke-78 PWI ini kata dia, dirayakan dengan sederhana dan mengunjungi panti asuhan, guna mengetuk berbagai pihak terutama para wartawan bahwa ada saudara-saudara kita yang membutuhkan perhatian. Rangkaian peringatan HPN dan PWI diisi dengan berbagai kegiatan diantaranya anjangsana di dua panti asuhan di kota Luwuk. Dua panti asuhan yang dikunjungi adalah Panti Asuhan Axel Moses di Kelurahan Hanga-Hanga Kecamatan Luwuk Selatan dan Panti Asuhan Aisyiyah di Kelurahan Luwuk Kecamatan Luwuk. Dalam silaturahmi di dua panti asuhan tersebut, PWI Banggai menyerahkan santunan berupa beras, buku sekolah dan peralatan tulis, sabun deterjen, sabun mandi, sampo, pasta gigi serta uang tunai. Ketua PWI Banggai Iskandar Djiada berharap, santunan tersebut bermanfaat untuk kebutuhan anak-anak di kedua panti asuhan tersebut. Bantuan sederhana ini kata dia, adalah bentuk kepedulian wartawan di Kabupaten Banggai terhadap anak-anak panti asuhan. Momen Hari Pers Nasional dan HUT ke-78 PWI ini kata dia, dirayakan dengan sederhana dan mengunjungi panti asuhan, guna mengetuk berbagai pihak terutama para wartawan bahwa ada saudara-saudara kita yang membutuhkan perhatian. Dalam silaturahmi di dua panti asuhan tersebut, PWI Banggai menyerahkan santunan berupa beras, buku sekolah dan peralatan tulis, sabun deterjen, sabun mandi, sampo, pasta gigi serta uang tunai. Ketua PWI Banggai Iskandar Djiada berharap, santunan tersebut bermanfaat untuk kebutuhan anak-anak di kedua panti asuhan tersebut. Bantuan sederhana ini kata dia, adalah bentuk kepedulian wartawan di Kabupaten Banggai terhadap anak-anak panti asuhan. Momen Hari Pers Nasional dan HUT ke-78 PWI ini kata dia, dirayakan dengan sederhana dan mengunjungi panti asuhan, guna mengetuk berbagai pihak terutama para wartawan bahwa ada saudara-saudara kita yang membutuhkan perhatian. Ketua PWI Banggai Iskandar Djiada berharap, santunan tersebut bermanfaat untuk kebutuhan anak-anak di kedua panti asuhan tersebut. Bantuan sederhana ini kata dia, adalah bentuk kepedulian wartawan di Kabupaten Banggai terhadap anak-anak panti asuhan. Momen Hari Pers Nasional dan HUT ke-78 PWI ini kata dia, dirayakan dengan sederhana dan mengunjungi panti asuhan, guna mengetuk berbagai pihak terutama para wartawan bahwa ada saudara-saudara kita yang membutuhkan perhatian. Bantuan sederhana ini kata dia, adalah bentuk kepedulian wartawan di Kabupaten Banggai terhadap anak-anak panti asuhan. Momen Hari Pers Nasional dan HUT ke-78 PWI ini kata dia, dirayakan dengan sederhana dan mengunjungi panti asuhan, guna mengetuk berbagai pihak terutama para wartawan bahwa ada saudara-saudara kita yang membutuhkan perhatian.  "
780,"Jual Mesin Kapal Curian, Dua Warga Bualemo Banggai Diringkus Polisi","BANGGAINEWS.COM-Polsek Bualemo mengamankan terduga pelaku penjualan barang hasil curian yakni berupa satu unit mesin tempel perahu yang terjadi di Desa Longkoga Timur Kecamatan Bualemo, Banggai, pada Senin (8/1/2024).Dalam pengungkapan kasus tersebut, personil Polsek Bualemo Polres Banggai mengamankan dua pria beserta barang bukti mesin tempel perahu jonson 16 pk merek Yamaha.Kapolsek Bualemo IPTU Rudi Dg. Sumbung, SH membenarkan hal tersebut dan mengatakan mereka adalah DO (40) warga Desa Bualemo B dan AD (35) warga Desa Lembah Tompotika.Pelaku DO dan AD ini diamankan oleh petugas, pada Senin, 15 Januari 2024 sekitar pukul 10.00 Wita. “Pelaku utamanya adalah MA (34) warga Desa Longkoga Timur dan masih dalam pengejaran kami. Sedangkan DO dan AD ini yang bertugas membantu menjual barang hasil curian,” sebut Kapolsek.Menurut IPTU Rudi, mesin kapal tersebut sempat mereka jual di Desa Jaya Bakti Kecamatan Pagimana Kabupaten Banggai sebesar Rp3 Juta. “Bahwa mesin kapal jonson 16 PK yang dicuri milik AN (54) warga Desa Longkoga Timur merupakan bantuan kepada kelompok nelayan,” katanya.  “Kini pelaku dan barang bukti telah diamankan di Mapolsek Bualemo untuk dilakukan pemeriksaan lanjutan,” tutup Kapolsek.Polsek Bualemo mengamankan terduga pelaku penjualan barang hasil curian yakni berupa satu unit mesin tempel perahu yang terjadi di Desa Longkoga Timur Kecamatan Bualemo, Banggai, pada Senin (8/1/2024).Dalam pengungkapan kasus tersebut, personil Polsek Bualemo Polres Banggai mengamankan dua pria beserta barang bukti mesin tempel perahu jonson 16 pk merek Yamaha.Kapolsek Bualemo IPTU Rudi Dg. Sumbung, SH membenarkan hal tersebut dan mengatakan mereka adalah DO (40) warga Desa Bualemo B dan AD (35) warga Desa Lembah Tompotika.Pelaku DO dan AD ini diamankan oleh petugas, pada Senin, 15 Januari 2024 sekitar pukul 10.00 Wita.“Pelaku utamanya adalah MA (34) warga Desa Longkoga Timur dan masih dalam pengejaran kami. Sedangkan DO dan AD ini yang bertugas membantu menjual barang hasil curian,” sebut Kapolsek.Menurut IPTU Rudi, mesin kapal tersebut sempat mereka jual di Desa Jaya Bakti Kecamatan Pagimana Kabupaten Banggai sebesar Rp. 3 Juta.“Bahwa mesin kapal jonson 16 PK yang dicuri milik AN (54) warga Desa Longkoga Timur merupakan bantuan kepada kelompok nelayan,” katanya.“Kini pelaku dan barang bukti telah diamankan di Mapolsek Bualemo untuk dilakukan pemeriksaan lanjutan,” tutup Kapolsek.(*) ,   "
548,PENGURUS ASIAFI BANGGAI RESMI DILANTIK,"DKISP BANGGAI – Asosiasi Instruktur Aeorobik dan Fitnes Indonesia (ASIAFI) Kabupaten Banggai yang merupakan wadah dalam membina dan mengembangkan kemampuan para instruktur aerobik dan fitnes resmi terbentuk.Pengurus ASIAFI Banggai periode 2024-2028 yang diketuai oleh Dede Rosidah Amirudin, resmi dilantik pada Jumat (19/1/2024), di Hotel Santika, Luwuk Selatan, oleh Ketua ASIAFI Provinsi Sulawesi Tengah Diah Puspita.Prosesi pelantikan diawali dengan pembacaan Surat Keputusan Pembentukan Pengurus ASIAFI Banggai masa bakti 2024-2028 dan dilanjutkan dengan penyerahan bendera pataka dari Ketua ASIAFI Sulteng kepada Ketua ASIAFI Banggai.ASIAFI Banggai menjadi asosiasi kelima yang terbentuk di Sulawesi Tengah. Ketua ASIAFI Sulteng Diah Puspita menyampaikan apresiasinya kepada Pemerintah Kabupaten Banggai yang aktif mendorong terbentuknya organisasi tersebut di tingkat kabupaten.“Saya berharap seluruh kabupaten di Sulawesi Tengah bisa terbentuk asosiasinya,” ujar Diah.Ia juga meminta pengurus ASIAFI Banggai aktif menyosialisasikan olahraga aerobik dan fitnes ke masyarakat.Pada kesempatan itu, Bupati Banggai Amirudin memberikan apresiasi kepada ASIAFI Sulteng yang telah berupaya mengembangkan olahraga aerobik dan fitnes di Banggai melalui satu wadah bersama.“Dengan adanya asosiasi ini, kita harapkan bahwa semua masyarakat semakin rajin berolahraga khususnya senam dan fitnes,” kata Bupati Amirudin.“Selamat kepada pengurus yang baru dilantik, selamat menjalankan program kerjanya, semoga senam aerobik dan fitnes makin dicintai oleh masyarakat Kabupaten Banggai,” lanjut Bupati Amirudin.Sementara itu, Wakil Gubernur Sulawesi Tengah Ma’mun Amir meminta ASIAFI dan seluruh organisasi olahraga melakukan seleksi ketat dalam mencari atlet-atlet terbaik yang akan berkompetisi di tingkat nasional.“Insyaallah, di PON (Pekan Olahraha Nasional) nanti, target bapak gubernur itu 10 medali emas,” ujar Wagub Sulteng.Ma’mun menilai, ASIAFI memiliki peran strategis dalam membantu meningkatkan kesadaran masyarakat akan pentingnya gaya hidup sehat melalui kegiatan aerobik dan fitnes.Pelantikan pengurus ASIAFI Banggai dihadiri oleh Wakik Ketua I DPRD Banggai Batia Sisilia Hadjar, Ketua KORMI Sulteng, dan sejumlah pimpinan perangkat daerah Kabupaten Banggai.*Tim Liputan Dinas Komunikasi Informatika Statistik dan Persandian (DKISP) Kabupaten Banggai."
128,Detik-Detik Banjir di Desa Pohi Kecamatan Luwuk Timur Banggai,
30,Dinas Sosial Banggai Segera Salurkan 2.42 Miliar Program Gercep Gaskan Berdaya 2023,"KABAR LUWUK  –Dinas Sosial BanggaiSegera Salurkan 2.42 MiliarProgram Gercep Gaskan Berdaya2023.Dinas Sosial Kabupaten Banggaimenerima bantuan sebesar 2.42 miliar rupiah dalam program Gerak Cepat Pengentasan Kemiskinan Berbasis Pemberdayaan Masyarakat (GERCEP GASKAN BERDAYA).Bantuan ini ditujukan untuk 242 keluarga penerima manfaat di lima kecamatan, memberikan harapan bagi warga di Kecamatan Luwuk (35 KPM), Luwuk Selatan (28 KPM), Pagimana (95 KPM), Bunta (47 KPM), dan Nuhon (37 KPM). Selasa 28/11/2023.Kepala Dinas Sosial Kabupaten Banggai, Irpan Poma melalui Kepala Bidang Fakir Miskis,Ronald Putje,menyampaikan kepada media bahwa dana bantuan ini merupakan sumbangan langsung dari Pemerintah Provinsi Sulawesi Tengah.Dinas Sosial Kabupaten Banggai bertanggung jawab dalam memfasilitasi distribusi bantuan dan ikut serta dalam pengawasan ketat agar dana tersebut benar-benar sampai kepada penerima manfaat yang tepat.Data yang tersedia menunjukkan bahwa 242 Keluarga Penerima Manfaat yang terdiri dari Lima kecamatan di Kabupaten Banggai memenuhi kriteria untuk menerima bantuan ini.Dinas Sosial Kabupaten Banggai berharap bahwa bantuan ini akan memberikan bantuan nyata dan meringankan beban masyarakat yang membutuhkan.Bantuan ini tidak hanya sekadar alokasi dana, tetapi juga merupakan upaya konkret dalam upaya mengentaskan kemiskinan melalui pemberdayaan masyarakat.Semoga, dengan kuncuran dana ini, masyarakat penerima manfaat dapat merasakan dampak positifnya, membuka peluang baru, dan mengurangi tingkat kemiskinan di wilayah tersebut. Aksi ini menjadi bukti komitmen bersama dalam membangun kesejahteraan dan keadilan sosial di Kabupaten Banggai.Pemberian bantuan ini menjadi langkah strategis dalam mendukung pembangunan berkelanjutan di Kabupaten Banggai. Melalui program GERCEP GASKAN BERDAYA, pemerintah berusaha meningkatkan kesejahteraan masyarakat dengan cara yang berkelanjutan dan berbasis pada pemberdayaan.Dalam penyampaiannya,  Ronald Putje menekankan pentingnya sinergi antara pemerintah pusat, provinsi, dan kabupaten untuk mencapai hasil yang optimal.“Kami berupaya agar bantuan ini tidak hanya bersifat sekali waktu, tetapi juga mampu menciptakan dampak positif jangka panjang. Oleh karena itu, perlu adanya koordinasi yang baik dalam pelaksanaan program ini,” ujarnya.Bantuan ini diharapkan tidak hanya menjadi solusi sesaat, tetapi juga menciptakan perubahan struktural yang mampu meningkatkan kapasitas masyarakat penerima manfaat.Oleh karena itu, Dinas Sosial Kabupaten Banggai akan terus melakukan pemantauan dan evaluasi secara berkala guna memastikan bahwa bantuan tersebut benar-benar memberikan dampak yang positif.Sebagai bagian dari upaya bersama mengatasi kemiskinan, bantuan ini mencerminkan komitmen pemerintah dalam menciptakan inklusivitas sosial dan kesetaraan akses terhadap sumber daya.Dengan adanya bantuan ini, diharapkan masyarakat di Kabupaten Banggai dapat membangun kehidupan yang lebih baik, mandiri, dan berdaya.**Penulis : Imam Muslik ( Jurnalis )"
443,Tour de Banggai Berganti Banggai Run Challenge 2024,"BANGGAI RAYA – Tour de Banggai yang merupakan ajang bagi pecinta balap sepeda di Kabupaten Banggai tidak akan digelar tahun ini. Sebagai gantinya, Pemerintah Kabupaten Banggai akan menghelat Banggai Run Challenge 2024.Hal ini memastikan bahwa kegiatan yang menggabungkan olahraga dan pariwisata atau sport tourism tetap tumbuh di Kabupaten Banggai.“Kegiatan ini merupakan pengganti dari Tour de Banggai. Jadi, kita mengikuti tren yang ada. Sekarang ini trennya lari,” ujar Bupati Banggai Amirudin saat memimpin rapat persiapan pelaksanaan Banggai Run Challenge 2024, Kamis (18/1/2024), di Kantor Bupati Banggai, Luwuk Selatan.Bupati Amirudin berharap ajang ini dapat menumbuhkan perekonomian, khususnya bagi pelaku UMKM dan ekonomi kreatif.“Ini kegiatan bagus, murah dan menyehatkan, dan diharapkan dapat menumbuhkan perekonomian masyarakat setempat,” ujar Bupati Amirudin.Banggai Run Challenge 2024 akan digelar tiga kali di tiga lokasi berbeda. Run de Toili menjadi pembuka Banggai Run Challenge 2024 season pertama.Run de Toili season 1 akan dilaksanakan di Kecamatan Toili, hari Minggu, tanggal 3 Maret 2024. Titik start dan finish di Lapangan Tirta Sari dan akan melewati Desa Tirta Kencana, Desa Jaya Kencana, dan Desa Sentral Sari.Selanjutnya, season 2 akan dihelat di Kecamatan Bunta pada bulan Mei. Banggai Run Challenge season 3 dilaksanakan di Kecamatan Luwuk pada Agustus mendatang.Adapun kelas yang diperlombakan yakni kelas fun 5 Km (men and women open) dan kelas run 10 Km (men and women open). Ada pula kelas master B lokal dan master A berdasarkan kategori usia.Para peserta Banggai Run Challenge akan memperebutkan total hadiah sebesar Rp 70 juta. Panitia memperkirakan, ajang ini akan diikuti sekitar 1.000 sampai 1.500 orang.**"
233,"Sambut Malam Tahun Baru 2024, Remaja di Toili Banggai Ini Malah Diringkus Polisi Karena Miliki Sabu-Sabu","BANGGAINEWS.COM-Menyambut malam tahun baru 2024, aparat Polsek Toili meringkus seorang remaja asal Kecamatan Toili, Kabupaten Banggai, Minggu (31/12/2023) sekitar pukul 21.00 Wita.Remaja berinisial WL (18) ini dibekuk saat aparat Polsek Toili melaksanakan patroli guna mencegah terjadinya gangguan kamtibmas.“Saat patroli, anggota menemukan sejumlah pemuda dan remaja di salah satu indekos, Kecamatan Toili Jaya,” ungkap Kapolsek Toili Iptu Nanang Afrioko kepada wartawan di Maposek Toili, Senin (1/1/2024) siang.Aparat kemudian melakukan pemeriksaan dan penggeledahan dan ditemukan tiga sachet plastik bening berisikan kristal bening yang diduga narkoba jenis sabu-sabu di dalam dompet pelaku.“Ada tiga sachet, satu berisi kristal bening diduga sabu dan dua sachetnya sudah kosong serta pirex dan uang tunai,” terang Nanang.Dari hasil interogasi, kata Nanang, pelaku mengakui bahwa barang terlarang itu merupakan miliknya yang didapatkan dari sesorang di Kota Palu.“Pelaku sudah diamanakan di Mapolsek Toili, kita akan berkoordinasi dengan Satnarkoba Polres Banggai guna pengembangan dan proses hukum,” tutupnya.(*) ,   "
847,"Rebut 3 Kursi, PKB Satu Fraksi di DPRD Banggai","BANGGAI RAYA-Partai Kebangkitan Bangsa (PKB) sukses menambah satu kursi di DPRD Banggai melalui Pemilu 2024.Berdasarkan data sementara, PKB sukses merebut masing-masing satu kursi di Dapil 1, 2 dan 4.Di Dapil 1, ada nama Apriyani Dg Matorang yang meraih suara tertinggi. Kemudian di Dapil 2 ada nama Oktavianus Habi sebagai peraih suara terbesar, serta di Dapil 4 ada nama Syafruddin Husain yang meraih suara terbanyak.BACA JUGA:Modern dan Minimalis, Rumah Imam dan Marbot Masjid Ar-Rahman Polres Banggai DiresmikanKetua DPC PKB Banggai Syafruddin Husain kepada media ini Senin (26/2/2024) mengatakan, dengan perolehan tiga kursi itu, maka PKB bisa membentuk fraksi sendiri. Di periode sebelumnya kata aleg Banggai itu, PKB bergabung dengan Partai Hanura dan Perindo di dalam satu fraksi, sebab saat itu kursi PKB hanya dua.BACA JUGA:Menuju DPRD Banggai, Herdi Djiada Ucapkan Terima Kasih Masyarakat Dapil 2“Karena sudah tiga kursi, maka kami membentuk fraksi sendiri,” ujarnya.Secara umum kata dia, PKB mengalami kemajuan di Kabupaten Banggai, yakni dengan tambahan satu kursi, sehingga kini menjadi tiga kursi. Di tingkat provinsi, PKB juga meraih satu kursi dari Dapil Sulteng 4 atau Banggai, Bangkep dan Balut. Kemudian di tingkat pusat kata Syafruddin, PKB juga berpeluang merebut satu kursi DPR RI.BACA JUGA:Ricuh, Saksi Parpol Bersitegang dengan Caleg Hanura Suharto Saat Pengambilan D1 Hasil PlenoPKB kata dia, juga bisa meraih tambahan kursi dan suara di Kabupaten Banggai, tanpa sokongan pemerintah atau pejabat pemerintah, sehingga hasil ini murni kerja PKB. “Kami bangga, suara dan kursi di kabupaten bisa naik, walaupun tidak disokong pemerintah dan pejabat pemerintah,” tandas pria yang akrab disapa Haji Udin itu. DAR"
507,Polres Banggai Bagikan Nasi Kotak Di Pelabuhan,"BANGGAI, MERCUSUAR – Polres Banggai menggelar program Jumat Berkah dengan membagikan nasi kotak kepada tukang ojek dan buruh di Pelabuhan Pelni Luwuk, Jumat (26/1/2024). Di sela kegiatan itu, Kabag Ops Polres Banggai, Kompol Esti Presetyo mengatakan kegiatan berbagi makanan tersebut merupakan bentuk kepedulian Polri kepada masyarakat, khususnya para tukang ojek dan buruh pelabuhan. “Kegiatan aksi berbagi ini sering juga disebut Jumat Berkah, berkah bagi orang yang membutuhkan, untuk meringankan beban masyarakat yang sangat membutuhkan,” kata Esti. Pada kesempatan itu, ia juga menyampaikan imbauan, mengajak masyarakat untuk menciptakan situasi kamtibmas yang aman dan damai jelang Pemilu 2024. “Alhamdulilah, kegiatan ini berjalan lancar, semoga berkah dan bisa dilaksanakan secara terus menerus, serta Insyaallah setiap hari Jumat kita bagikan ke masyarakat yang membutuhkan,” tandasnya. */PAR Di sela kegiatan itu, Kabag Ops Polres Banggai, Kompol Esti Presetyo mengatakan kegiatan berbagi makanan tersebut merupakan bentuk kepedulian Polri kepada masyarakat, khususnya para tukang ojek dan buruh pelabuhan. “Kegiatan aksi berbagi ini sering juga disebut Jumat Berkah, berkah bagi orang yang membutuhkan, untuk meringankan beban masyarakat yang sangat membutuhkan,” kata Esti. Pada kesempatan itu, ia juga menyampaikan imbauan, mengajak masyarakat untuk menciptakan situasi kamtibmas yang aman dan damai jelang Pemilu 2024. “Alhamdulilah, kegiatan ini berjalan lancar, semoga berkah dan bisa dilaksanakan secara terus menerus, serta Insyaallah setiap hari Jumat kita bagikan ke masyarakat yang membutuhkan,” tandasnya. */PAR “Kegiatan aksi berbagi ini sering juga disebut Jumat Berkah, berkah bagi orang yang membutuhkan, untuk meringankan beban masyarakat yang sangat membutuhkan,” kata Esti. Pada kesempatan itu, ia juga menyampaikan imbauan, mengajak masyarakat untuk menciptakan situasi kamtibmas yang aman dan damai jelang Pemilu 2024. “Alhamdulilah, kegiatan ini berjalan lancar, semoga berkah dan bisa dilaksanakan secara terus menerus, serta Insyaallah setiap hari Jumat kita bagikan ke masyarakat yang membutuhkan,” tandasnya. */PAR Pada kesempatan itu, ia juga menyampaikan imbauan, mengajak masyarakat untuk menciptakan situasi kamtibmas yang aman dan damai jelang Pemilu 2024. “Alhamdulilah, kegiatan ini berjalan lancar, semoga berkah dan bisa dilaksanakan secara terus menerus, serta Insyaallah setiap hari Jumat kita bagikan ke masyarakat yang membutuhkan,” tandasnya. */PAR “Alhamdulilah, kegiatan ini berjalan lancar, semoga berkah dan bisa dilaksanakan secara terus menerus, serta Insyaallah setiap hari Jumat kita bagikan ke masyarakat yang membutuhkan,” tandasnya. */PAR "
624,"Resmi Dilantik, Ketum KONI Komitmen Kembangkan Olahraga di Banggai","BANGGAI RAYA- Ketua Umum (Ketum) KONI Kabupaten Banggai, H. Amirudin yang juga Bupati Banggai punya obsesi besar dalam mengembangkan olahraga di Kabupaten Banggai.Salah satunya adalah ingin menjadikan Kecamatan Luwuk Utara sebagai kawasan pembinaan olahraga dikarenakan mempunyai fasilitas olahraga yang memadai.Planing itu ia sampaikan usai dilantik sebagai Ketum KONI Banggai periode 2023- 2027 oleh Ketum KONI Sulteng, M. Nizar Rahmatu, bertempat hotel Estrella Luwuk, Rabu (07/02/2024) tadi malam.BACA JUGA:Bupati Banggai Tutup Secara Resmi HUT ke-108 Kecamatan LamalaHal yang pertama ia sentil adalah tentang dana pembinaan olahraga.Menurut Amirudin, dalam mendistribusikan dana pembinaan olahraga, lebih cenderung melihat cabang olahraga (cabor) yang fokus dalam melaksanakan proses pembinaan.“Tidak melihat dari jumlah cabor. Tapi cenderung melihat cabor mana yang aktif dalam membina para atletnya,” kata Amirudin.BACA JUGA:Undang Bupati Banggai di Kegiatan, Amirudin: Konfirmasi Bagian ProkopimKetum KONI Banggai tak menampik bahwa dalam mengukir prestasi atlet, sarana dan prasarana olahraga menjadi hal penting.Amirudin berniat menjadikan Luwuk bagian utara sebagai kawasan pembinaan olahraga.Obsesi itu tercermin lewat pembangunan sejumlah fasilitas olahraga yang akan menjadi prioritasnya.BACA JUGA:Bapenda Banggai Serahkan SPPT dan DHKP PBB-P2 pada Lurah dan KadesTahun depan sejumlah venue akan dia bangun. Mulai dari kolam renang berskala nasional dan internasional, wisma atlet hingga sirkuit balap motor. Selain itu lapangan sepak bola, bola voli dan badminton.Bahkan sambung Ketua Umum (Ketum) KONI Banggai, stadion GOR Kilongan sudah dapat digunakan pada malam hari. AGK/*"
274,Logistik Pemilu DPC Presiden Tiba di Luwuk di Kawal Ketat Tim Satgas OMB Polres Banggai,"KABAR LUWUK –Logistik Pemilu DPC Presiden Tiba di Luwuk di KawalKetat Tim Satgas OMB Polres Banggai. KetuaKomisi Pemilihan Umum (KPU) Provinsi Sulawesi Tengah, Dr. Risvirenol, SS, M.Pd, secara resmi menyerahkan logistik pemilu 2024 pada Rabu (3/1/2024) pukul 17.30 Wita.Acara penyerahan tersebut disaksikan oleh berbagai pihak, termasuk Ketua KPU Banggai,Ketua Badan Pengawas Pemilu (Bawaslu) Banggai, dan petugas pengamanan dariSatgas Operasi Madago Raya (OMB)Tinombala Polres Banggai yang terdiri dari 5 personil.Logistik pemilu tiba di lokasi penerimaan di bawah pengawalan ketat oleh petugas expedisi LPL Cargo Expres dari Kota Palu, menggunakan kendaraan Pick Up Grand Max DN 8953 BP.Kompol Esti Prasetyo Hadi, Karendalops OMB Polres Banggai, menjelaskan bahwa proses penyerahan logistik pemilu berlangsung dengan lancar dan dihadiri oleh personel Satgas OMB Polres Banggai dan Satgas OMB Kodim 1308 LB.Dalam penyerahan tersebut, logistik pemilu yang diterima mencakup Daftar Pasangan Calon (DPC) Presiden dan Wakil Presiden, Daftar Calon Tetap (DCT) Dewan Perwakilan Daerah (DPD), dan Dewan Perwakilan Rakyat (DPR) RI.Totalnya, terdapat 3 boks, dengan rincian 2 boks berisi 500 lembar dan 1 boks berisi 211 lembar, sehingga jumlah keseluruhan mencapai 1.211 lembar.Selain itu, logistik pemilu juga mencakup DCT Dewan Perwakilan Rakyat Daerah (DPRD) Banggai, dengan rincian 4 boks untuk masing-masing daerah pemilihan (dapil).Dapil 1 berisi 302 lembar, dapil 2 berisi 350 lembar, dapil 3 berisi 156 lembar, dan dapil 4 berisi 403 lembar. Terdapat juga 1 boks DCT DPRD Provinsi Sulawesi Tengah, dengan jumlah 518 lembar.Logistik pemilu ini kemudian diamankan di gudang logistik KPU Banggai dengan pengamanan ketat yang dilakukan oleh petugas Satgas OMB TNI Polri bersama pengamanan internal dari KPU Kabupaten Banggai.Proses ini menandai tahapan penting dalam persiapan Pemilu 2024, menjamin kelancaran dan integritas pelaksanaan demokrasi di Sulawesi Tengah.**Kolaborasi Bersama Brida, Kanwil Kemenkumham Sulteng Rencanakan Gelar Sosialisasi dan Buka Layanan KI di Kab. Parimo"
